Follower	Followee	Weight
12543	19234	1.0
2838	8240	1.0
2838	12315	1.0
14610	8074	1.0
14610	18566	1.0
14610	17301	1.0
14610	14440	1.0
14610	19031	1.0
14610	14777	1.0
14610	12060	1.0
2840	18588	1.0
2840	2039	1.0
2840	1249	1.0
2840	7717	1.0
2840	19351	1.0
2840	15241	1.0
2840	14000	1.0
2840	2117	1.0
2840	2014	1.0
2840	763	1.0
2840	13291	1.0
2840	3377	1.0
2840	21793	1.0
2840	1844	1.0
17174	17210	1.0
9793	10122	1.0
26325	1249	1.0
17175	16947	1.0
19619	3605	1.0
14849	1067	1.0
5845	19829	1.0
5845	2812	1.0
5845	6637	1.0
14850	4228	1.0
14850	17602	1.0
14850	11031	1.0
23800	25039	1.0
23800	25464	1.0
23800	25762	1.0
23800	25757	1.0
23800	25399	1.0
23800	24867	1.0
23800	25766	1.0
23800	23402	1.0
23800	24915	1.0
23800	24873	1.0
17177	5961	1.0
5846	7604	1.0
5846	7715	1.0
5846	9459	1.0
5846	1051	1.0
5846	17429	1.0
5846	5502	1.0
5846	9403	1.0
5846	14273	1.0
5846	6456	1.0
5846	1757	1.0
24015	8180	1.0
24015	21286	1.0
24015	15833	1.0
24015	3482	1.0
24015	3438	1.0
24015	12025	1.0
24015	24633	1.0
24015	1249	1.0
24015	3375	1.0
24015	24622	1.0
24015	22832	1.0
24015	19799	1.0
18906	12841	1.0
18906	7177	1.0
21695	18417	1.0
12391	2159	1.0
5847	8294	1.0
23446	1249	1.0
23446	3063	1.0
26409	26507	1.0
9586	8995	1.0
9586	14467	1.0
5848	13692	1.0
5848	10134	1.0
5848	3352	1.0
5848	1074	1.0
5849	16445	1.0
14214	11355	1.0
14214	5537	1.0
14214	1807	1.0
14214	14915	1.0
14214	2039	1.0
11287	14787	1.0
11287	10603	1.0
11287	13864	1.0
11287	17326	1.0
9587	2102	1.0
9587	4495	1.0
9587	4831	1.0
9587	14170	1.0
9587	15543	1.0
9587	6651	1.0
9587	1501	1.0
9587	15241	1.0
9587	12651	1.0
9587	6323	1.0
9587	9591	1.0
9224	15241	1.0
10618	3352	1.0
10618	391	1.0
10618	4127	1.0
10618	12578	1.0
2842	2737	1.0
2842	3690	1.0
2842	1848	1.0
2843	1249	1.0
21929	2039	1.0
26145	23082	1.0
26145	20080	1.0
26145	22552	1.0
22921	2871	1.0
5408	6701	1.0
5408	1030	1.0
23560	22735	1.0
23560	23950	1.0
23560	26364	1.0
23560	7500	1.0
23560	10864	1.0
23560	23767	1.0
23349	22137	1.0
9590	12001	1.0
9590	7950	1.0
14851	20958	1.0
14851	12647	1.0
14851	13864	1.0
14851	4479	1.0
14851	7950	1.0
14851	4526	1.0
18907	13236	1.0
23228	2039	1.0
17627	23945	1.0
12392	3285	1.0
12392	14922	1.0
12392	2951	1.0
12392	1103	1.0
12392	801	1.0
12392	7177	1.0
4684	16475	1.0
2845	1942	1.0
20400	15601	1.0
10769	14868	1.0
10769	26315	1.0
10769	16332	1.0
10769	12972	1.0
10769	4095	1.0
10769	7896	1.0
10769	9843	1.0
10769	12490	1.0
10769	13315	1.0
10769	10570	1.0
10769	2865	1.0
10769	18864	1.0
9591	325	1.0
9591	20934	1.0
9591	2225	1.0
9591	5404	1.0
9591	7831	1.0
9591	13040	1.0
5850	13047	1.0
5850	9473	1.0
9592	14829	1.0
9592	1424	1.0
14852	13765	1.0
14852	2663	1.0
14852	4979	1.0
14852	16563	1.0
14852	13293	1.0
3614	14874	1.0
3614	8348	1.0
3614	20299	1.0
3614	11311	1.0
3614	11913	1.0
3614	5157	1.0
3614	1190	1.0
3614	15725	1.0
20034	6247	1.0
14854	11138	1.0
14854	10603	1.0
14854	8541	1.0
14854	12651	1.0
12395	14316	1.0
26054	22734	1.0
20230	13541	1.0
14855	823	1.0
14855	21753	1.0
14855	13467	1.0
14855	12954	1.0
14855	21778	1.0
14855	9797	1.0
14855	3713	1.0
14855	1538	1.0
14855	12651	1.0
14855	15110	1.0
14855	2357	1.0
14855	13785	1.0
14855	5061	1.0
14855	11168	1.0
14855	6996	1.0
14855	3743	1.0
14855	1033	1.0
14855	21552	1.0
14855	7058	1.0
14855	17367	1.0
14855	13914	1.0
14856	5719	1.0
14856	3049	1.0
24923	448	1.0
20259	751	1.0
20259	1249	1.0
20259	21711	1.0
14857	5466	1.0
14857	7134	1.0
14857	18084	1.0
26437	1249	1.0
26437	1363	1.0
21244	15863	1.0
14858	14681	1.0
18908	6275	1.0
24591	8008	1.0
24591	21134	1.0
24591	13774	1.0
24591	24831	1.0
14859	706	1.0
2851	12813	1.0
5852	7779	1.0
5852	26318	1.0
5852	13074	1.0
18265	710	1.0
18265	17911	1.0
9594	18084	1.0
5853	902	1.0
19003	5301	1.0
19003	15833	1.0
2600	2766	1.0
2600	3339	1.0
18909	19763	1.0
5855	386	1.0
5855	7855	1.0
5855	761	1.0
5855	7465	1.0
14860	14392	1.0
24287	24991	1.0
2852	5706	1.0
2852	8468	1.0
2852	9779	1.0
2852	3421	1.0
20145	21631	1.0
5856	4369	1.0
5856	12289	1.0
5856	15833	1.0
5856	10296	1.0
5856	3953	1.0
5856	9724	1.0
5856	8659	1.0
5856	5280	1.0
5856	12492	1.0
5856	5188	1.0
5856	3741	1.0
5856	947	1.0
20829	20837	1.0
20829	6694	1.0
24245	23067	1.0
5857	17635	1.0
5857	18804	1.0
5857	4143	1.0
5857	3538	1.0
5857	5245	1.0
5857	5149	1.0
25729	23830	1.0
25729	23588	1.0
9596	14030	1.0
1177	1249	1.0
1177	10955	1.0
24406	19998	1.0
24406	4931	1.0
24406	22734	1.0
20443	4599	1.0
14861	18615	1.0
9597	1249	1.0
23526	11148	1.0
23526	23140	1.0
22856	24155	1.0
22856	22951	1.0
22856	23403	1.0
21893	6771	1.0
21893	2149	1.0
21893	22146	1.0
23285	24298	1.0
23285	22290	1.0
23285	31	1.0
5858	6937	1.0
5858	2039	1.0
636	3185	1.0
636	3853	1.0
17179	1249	1.0
23924	6247	1.0
23924	6498	1.0
14862	9345	1.0
14863	16510	1.0
9598	13279	1.0
9598	4882	1.0
9598	3509	1.0
9598	9639	1.0
9598	10593	1.0
9598	5026	1.0
9598	3577	1.0
9598	2183	1.0
9598	12024	1.0
9598	10441	1.0
9598	5842	1.0
9598	14668	1.0
9598	5103	1.0
9598	10767	1.0
6216	1402	1.0
6216	26318	1.0
6216	3994	1.0
6216	9730	1.0
6216	6673	1.0
2854	9164	1.0
2854	1249	1.0
9792	1756	1.0
17180	14127	1.0
17180	20041	1.0
13384	5051	1.0
13384	20146	1.0
14864	19841	1.0
14864	17157	1.0
14864	12427	1.0
14864	8687	1.0
14864	1424	1.0
14864	13888	1.0
14864	9290	1.0
14864	7950	1.0
14864	1196	1.0
2856	375	1.0
2856	1868	1.0
18912	7211	1.0
18912	19210	1.0
18912	20202	1.0
18912	10675	1.0
18912	21052	1.0
9600	2039	1.0
14865	14156	1.0
17181	409	1.0
17181	5152	1.0
17181	106	1.0
17181	20971	1.0
24978	9728	1.0
12397	9851	1.0
9601	10955	1.0
9601	8222	1.0
9601	9625	1.0
11783	18621	1.0
11783	14792	1.0
11288	2116	1.0
11288	19405	1.0
11288	15508	1.0
23350	13826	1.0
9603	6666	1.0
14868	12321	1.0
14868	17395	1.0
14868	2909	1.0
14868	9236	1.0
14868	18918	1.0
14868	14326	1.0
14868	7689	1.0
14868	16051	1.0
14868	8368	1.0
14868	10371	1.0
14868	8126	1.0
14868	18401	1.0
14868	16940	1.0
14868	5673	1.0
14868	10777	1.0
14868	16444	1.0
14868	19835	1.0
14868	13896	1.0
14868	10348	1.0
14868	6651	1.0
14868	17888	1.0
14868	10774	1.0
14868	9086	1.0
14868	10930	1.0
14868	12784	1.0
14868	16807	1.0
14868	12437	1.0
14868	3614	1.0
14868	13079	1.0
14868	7514	1.0
14868	12359	1.0
14868	13646	1.0
14868	13913	1.0
14868	18737	1.0
14868	2091	1.0
14868	5861	1.0
14868	12660	1.0
14868	15484	1.0
14868	19323	1.0
14868	17591	1.0
14868	17408	1.0
14868	17707	1.0
14868	1731	1.0
14868	13451	1.0
14868	8355	1.0
14868	10289	1.0
14868	9960	1.0
14868	16865	1.0
14868	15694	1.0
14868	1208	1.0
14868	19620	1.0
14868	6895	1.0
14868	13236	1.0
14868	19239	1.0
14868	5023	1.0
14868	18676	1.0
14868	11085	1.0
14868	14801	1.0
14868	10769	1.0
14868	1831	1.0
14868	16778	1.0
14868	14371	1.0
14868	7380	1.0
14868	10765	1.0
14868	11774	1.0
14868	17243	1.0
14868	12613	1.0
14868	17854	1.0
14868	19845	1.0
14868	1272	1.0
14868	8844	1.0
14868	18174	1.0
14868	14772	1.0
14868	14318	1.0
14868	19726	1.0
14868	18170	1.0
14868	18545	1.0
14868	925	1.0
14868	17908	1.0
14868	4906	1.0
14868	6125	1.0
14868	8954	1.0
14868	17573	1.0
14868	18485	1.0
14868	1700	1.0
14868	17782	1.0
14868	19105	1.0
14868	8663	1.0
14868	17299	1.0
14868	5384	1.0
14868	16633	1.0
14868	18279	1.0
14868	15855	1.0
14868	13212	1.0
14868	2805	1.0
14868	890	1.0
14868	17979	1.0
14868	12485	1.0
14868	14160	1.0
14868	15954	1.0
14868	8638	1.0
14868	16356	1.0
14868	8866	1.0
14868	8992	1.0
14868	7897	1.0
14868	17895	1.0
14868	10214	1.0
14868	6096	1.0
14868	15877	1.0
14868	14568	1.0
14868	19154	1.0
12398	10125	1.0
12398	13909	1.0
12398	1823	1.0
2858	13513	1.0
14869	17520	1.0
14869	12270	1.0
14869	5742	1.0
14869	3352	1.0
14870	2039	1.0
14870	11609	1.0
14870	24209	1.0
17182	1249	1.0
17182	2039	1.0
2859	2632	1.0
2859	2374	1.0
15418	10214	1.0
15418	14742	1.0
15418	6367	1.0
12399	12392	1.0
12399	20728	1.0
12399	4408	1.0
12399	8240	1.0
12399	8509	1.0
12399	12529	1.0
12399	13084	1.0
12399	1485	1.0
12399	504	1.0
12399	15569	1.0
12399	4786	1.0
12399	1075	1.0
12399	4043	1.0
12399	10967	1.0
12399	2674	1.0
12399	1287	1.0
12399	14408	1.0
12399	14594	1.0
5860	10935	1.0
5860	10941	1.0
5860	8206	1.0
5860	17267	1.0
5860	16088	1.0
5860	1112	1.0
5860	13889	1.0
2860	1249	1.0
2860	12647	1.0
18913	9719	1.0
18913	20396	1.0
18913	13559	1.0
9605	6250	1.0
19570	2039	1.0
19570	1249	1.0
19570	18219	1.0
22804	23700	1.0
14871	12301	1.0
14872	16461	1.0
9124	8707	1.0
9124	8607	1.0
9124	2234	1.0
12400	11760	1.0
12400	14942	1.0
2865	10769	1.0
2865	2115	1.0
2865	18769	1.0
2865	6004	1.0
2865	7352	1.0
2865	6022	1.0
2865	9641	1.0
2865	1249	1.0
2865	1188	1.0
2865	12829	1.0
2866	11848	1.0
2866	178	1.0
2866	9947	1.0
2866	11242	1.0
2866	912	1.0
2866	879	1.0
15015	10722	1.0
15015	14292	1.0
23474	2039	1.0
5861	9876	1.0
5861	4746	1.0
5861	8650	1.0
5861	6359	1.0
5861	13978	1.0
5861	2561	1.0
5861	10164	1.0
5861	12181	1.0
5861	2921	1.0
5861	7086	1.0
5861	12651	1.0
5861	15053	1.0
5861	4542	1.0
5861	17235	1.0
5861	239	1.0
5861	10804	1.0
5861	3835	1.0
21818	15771	1.0
21818	2840	1.0
21818	2039	1.0
21818	21456	1.0
21818	20768	1.0
21818	3056	1.0
26091	968	1.0
21859	6347	1.0
9607	6826	1.0
9607	12760	1.0
9607	19799	1.0
10367	8034	1.0
10367	9472	1.0
17184	4471	1.0
17184	11481	1.0
17184	11156	1.0
5862	3181	1.0
5862	8606	1.0
5862	871	1.0
5862	4320	1.0
5863	9275	1.0
2867	18810	1.0
2867	12647	1.0
17628	768	1.0
9608	20098	1.0
9608	12744	1.0
2868	15029	1.0
14874	8399	1.0
14874	3614	1.0
17185	2748	1.0
5864	12744	1.0
5864	3975	1.0
5864	10955	1.0
5864	14742	1.0
5864	2039	1.0
5864	1249	1.0
5864	10603	1.0
5864	4599	1.0
5864	7355	1.0
5864	2737	1.0
21628	1762	1.0
9609	11633	1.0
12401	8765	1.0
12401	11159	1.0
12401	20939	1.0
12401	21735	1.0
12401	15576	1.0
9610	15156	1.0
18915	18453	1.0
18915	5059	1.0
18915	16536	1.0
18915	14010	1.0
18915	16196	1.0
9611	26	1.0
9611	19061	1.0
9611	6316	1.0
21750	1249	1.0
21750	8434	1.0
21750	2737	1.0
21750	8998	1.0
9612	2530	1.0
25062	20893	1.0
9613	1846	1.0
9613	7192	1.0
18916	8893	1.0
18916	12268	1.0
18916	13772	1.0
18916	18805	1.0
18916	5402	1.0
18916	18880	1.0
18916	14785	1.0
18916	3536	1.0
18916	9204	1.0
18916	6047	1.0
18916	1969	1.0
18916	10169	1.0
12402	11830	1.0
12402	4573	1.0
12402	13405	1.0
12402	8195	1.0
12402	7045	1.0
9614	1249	1.0
9614	3335	1.0
5865	16298	1.0
5865	15993	1.0
25830	2737	1.0
25830	19065	1.0
2869	6510	1.0
2870	1052	1.0
2870	17038	1.0
2870	8172	1.0
9615	19501	1.0
9615	11138	1.0
9615	10955	1.0
9615	7470	1.0
10772	9138	1.0
10772	16705	1.0
10772	20305	1.0
10772	9375	1.0
10772	10955	1.0
10772	23584	1.0
10772	12828	1.0
10772	11496	1.0
10772	8581	1.0
10772	18389	1.0
10772	9591	1.0
12403	5301	1.0
12403	15116	1.0
12403	2799	1.0
12403	17955	1.0
14876	12121	1.0
14876	15958	1.0
14876	20123	1.0
17186	25064	1.0
17186	20587	1.0
17186	22661	1.0
5405	5001	1.0
5405	3674	1.0
5405	225	1.0
5405	4337	1.0
9616	9915	1.0
9616	12853	1.0
9616	8541	1.0
9616	3609	1.0
9616	8540	1.0
9616	9820	1.0
2871	1249	1.0
2871	19529	1.0
2871	4203	1.0
2871	22921	1.0
2871	4868	1.0
19898	5649	1.0
19898	8227	1.0
19898	22	1.0
19898	3116	1.0
19898	15959	1.0
19898	2783	1.0
23972	1249	1.0
14877	1740	1.0
10155	14267	1.0
10155	11151	1.0
10155	12651	1.0
10155	5505	1.0
10155	15576	1.0
10155	4654	1.0
10155	13927	1.0
10155	16523	1.0
10155	4787	1.0
10155	4006	1.0
2872	2885	1.0
2872	8023	1.0
2872	5476	1.0
2872	18273	1.0
17187	16670	1.0
2873	2918	1.0
2873	8354	1.0
26476	18354	1.0
17188	20317	1.0
17935	13861	1.0
17935	12092	1.0
17935	10289	1.0
17935	15543	1.0
17935	13228	1.0
17935	18506	1.0
17935	8356	1.0
17935	19584	1.0
17935	18616	1.0
17935	13650	1.0
17935	16361	1.0
2874	12759	1.0
2874	3436	1.0
2874	1121	1.0
2874	14271	1.0
2874	1750	1.0
26313	373	1.0
2876	133	1.0
26333	1269	1.0
17189	1113	1.0
24631	1249	1.0
21676	4577	1.0
9618	8515	1.0
9618	20570	1.0
2877	908	1.0
2877	2039	1.0
9619	7355	1.0
9619	19638	1.0
14295	15361	1.0
14295	17624	1.0
14295	15537	1.0
14295	5798	1.0
18917	18804	1.0
18917	9083	1.0
9620	10722	1.0
9620	1340	1.0
9620	4227	1.0
9620	8369	1.0
2878	15451	1.0
5867	19937	1.0
9622	7605	1.0
9622	13187	1.0
9622	19847	1.0
5618	2283	1.0
5618	1338	1.0
5618	957	1.0
5618	3007	1.0
5618	8847	1.0
17190	22225	1.0
20916	929	1.0
20916	3156	1.0
20916	6560	1.0
20916	21299	1.0
20916	20198	1.0
20916	20086	1.0
20916	12744	1.0
5868	1249	1.0
5868	11214	1.0
17191	11838	1.0
17191	5997	1.0
17191	2039	1.0
9625	9601	1.0
8715	1249	1.0
8715	8666	1.0
8715	5272	1.0
8715	1844	1.0
8715	11002	1.0
12405	9863	1.0
12405	15962	1.0
9626	6897	1.0
9627	5319	1.0
9627	6225	1.0
9627	4693	1.0
20447	5272	1.0
20447	17392	1.0
20447	12105	1.0
5869	12460	1.0
5869	2799	1.0
5869	19529	1.0
5869	10593	1.0
5869	8907	1.0
5869	2898	1.0
5869	7915	1.0
18918	14868	1.0
2879	13172	1.0
2879	5897	1.0
2879	19638	1.0
18919	6253	1.0
22105	10955	1.0
22105	11710	1.0
22105	1249	1.0
22105	5842	1.0
22105	12931	1.0
22105	11778	1.0
14880	12636	1.0
14880	10314	1.0
14880	12210	1.0
14880	11174	1.0
14880	17878	1.0
14880	10046	1.0
19498	24103	1.0
19498	19633	1.0
8824	4001	1.0
21538	2067	1.0
17194	10955	1.0
17194	4599	1.0
17194	4065	1.0
17194	20702	1.0
8716	12193	1.0
20232	1249	1.0
20232	1658	1.0
6919	1249	1.0
6919	2737	1.0
6919	1180	1.0
2880	5393	1.0
2880	15091	1.0
2880	2113	1.0
2880	8508	1.0
15815	8954	1.0
15815	1740	1.0
12633	1249	1.0
12633	18060	1.0
21495	23588	1.0
12408	5191	1.0
12408	12214	1.0
9628	16779	1.0
9628	5270	1.0
9628	7852	1.0
9628	10955	1.0
9628	11778	1.0
10657	3603	1.0
10657	1249	1.0
10657	14339	1.0
10657	2737	1.0
10657	14514	1.0
10657	3577	1.0
10657	8856	1.0
10657	11590	1.0
10657	7100	1.0
17196	14067	1.0
14883	2788	1.0
17197	4803	1.0
17197	4982	1.0
22863	1387	1.0
5870	9230	1.0
5870	525	1.0
5870	7852	1.0
5870	4186	1.0
5870	6677	1.0
5870	2788	1.0
5870	7470	1.0
5870	11778	1.0
5870	1358	1.0
601	402	1.0
601	332	1.0
2883	7531	1.0
2883	1249	1.0
2883	8015	1.0
24994	19638	1.0
12409	9741	1.0
12409	6441	1.0
12409	2799	1.0
14884	12965	1.0
21246	5861	1.0
19992	1249	1.0
19992	12647	1.0
19992	1340	1.0
2886	13682	1.0
2887	9832	1.0
2887	2039	1.0
2887	14048	1.0
20512	4942	1.0
20512	3056	1.0
20512	2327	1.0
20512	11002	1.0
20512	1249	1.0
20512	14098	1.0
20512	301	1.0
25730	26473	1.0
2889	5017	1.0
2889	26318	1.0
12410	6852	1.0
17937	13826	1.0
2890	16408	1.0
2890	6495	1.0
2890	8815	1.0
2890	7165	1.0
2890	5427	1.0
9794	8180	1.0
9794	11488	1.0
9794	18310	1.0
9794	21257	1.0
20274	641	1.0
12411	20858	1.0
12411	24162	1.0
12411	624	1.0
12411	18280	1.0
12411	1237	1.0
22983	6247	1.0
11290	12158	1.0
11290	3823	1.0
11290	11787	1.0
11290	13809	1.0
11290	24209	1.0
11290	12131	1.0
11290	11337	1.0
11290	12862	1.0
11290	2953	1.0
11290	10257	1.0
11290	4787	1.0
11290	11661	1.0
11290	3707	1.0
11290	23503	1.0
11290	14253	1.0
11290	4395	1.0
11290	7763	1.0
11290	11560	1.0
11290	13973	1.0
11290	503	1.0
11290	12306	1.0
11290	20581	1.0
11290	15638	1.0
11290	10287	1.0
11290	13590	1.0
12412	3421	1.0
22573	3393	1.0
9632	1249	1.0
9632	9778	1.0
9632	8299	1.0
2891	6011	1.0
2891	5603	1.0
2891	1261	1.0
2891	4679	1.0
2892	14991	1.0
17198	17142	1.0
12413	8143	1.0
12413	21585	1.0
12413	10877	1.0
12413	8001	1.0
8033	7470	1.0
8033	26315	1.0
2893	1249	1.0
17199	5502	1.0
17199	17351	1.0
17199	10523	1.0
14885	4234	1.0
14885	14919	1.0
14885	14567	1.0
14886	16389	1.0
17200	14127	1.0
17200	6341	1.0
17200	14582	1.0
17200	15837	1.0
17200	16139	1.0
17200	17796	1.0
17200	8199	1.0
17200	4960	1.0
17200	8543	1.0
2894	10061	1.0
24045	2039	1.0
14887	17948	1.0
18921	2553	1.0
22314	26207	1.0
12415	13711	1.0
20191	4935	1.0
9633	15585	1.0
5873	14636	1.0
5873	17863	1.0
5873	1535	1.0
5873	2634	1.0
1182	6677	1.0
1182	3570	1.0
1182	15621	1.0
1182	1744	1.0
1182	13864	1.0
1182	14769	1.0
1182	12501	1.0
1182	5897	1.0
1182	9591	1.0
12416	12744	1.0
12416	4471	1.0
12416	19521	1.0
5874	1586	1.0
5874	19852	1.0
5874	4787	1.0
5874	20665	1.0
5874	17494	1.0
15479	1533	1.0
25213	25298	1.0
25213	25174	1.0
23748	24727	1.0
14888	18453	1.0
14889	1713	1.0
24848	25066	1.0
24663	23588	1.0
20525	549	1.0
9635	2698	1.0
9636	855	1.0
12418	1959	1.0
2895	13679	1.0
2895	19266	1.0
2895	12651	1.0
2895	7741	1.0
2895	13128	1.0
2895	5895	1.0
17201	1446	1.0
5877	1161	1.0
9637	2799	1.0
9637	11444	1.0
9637	17236	1.0
26498	25205	1.0
22805	1249	1.0
11292	1923	1.0
12188	10368	1.0
12188	9746	1.0
25654	24240	1.0
14890	6366	1.0
14890	9679	1.0
14891	15597	1.0
14892	5599	1.0
14892	14747	1.0
9638	3545	1.0
9638	6466	1.0
5671	5253	1.0
5671	9539	1.0
5671	19352	1.0
5671	2039	1.0
5671	479	1.0
5671	1249	1.0
5671	9374	1.0
5671	10422	1.0
5671	4599	1.0
957	10094	1.0
957	10328	1.0
957	5618	1.0
957	840	1.0
2897	19880	1.0
20986	13047	1.0
20986	4613	1.0
23351	2788	1.0
24551	10767	1.0
26334	2039	1.0
26334	1249	1.0
26334	10826	1.0
26334	13434	1.0
26334	2325	1.0
26334	10208	1.0
26334	1429	1.0
20300	18793	1.0
9639	22248	1.0
9639	19690	1.0
9639	1981	1.0
9639	9598	1.0
9639	7734	1.0
9639	2039	1.0
9639	15241	1.0
9639	15975	1.0
2898	3120	1.0
2898	5448	1.0
2898	5869	1.0
8036	6531	1.0
2899	6363	1.0
14893	15833	1.0
14893	8505	1.0
14894	4613	1.0
14895	21473	1.0
14895	1868	1.0
14895	17273	1.0
14896	12333	1.0
2486	9054	1.0
2486	3577	1.0
17202	12222	1.0
17202	1130	1.0
17202	15081	1.0
17202	12744	1.0
17202	10046	1.0
17202	10994	1.0
17202	18321	1.0
17202	13875	1.0
17202	22146	1.0
17202	18972	1.0
17202	4908	1.0
17202	10983	1.0
17202	1269	1.0
17202	2039	1.0
17202	8541	1.0
17202	5406	1.0
17202	19501	1.0
17202	14020	1.0
17202	5933	1.0
17202	18587	1.0
17202	17256	1.0
17202	8074	1.0
17202	14421	1.0
17202	4114	1.0
18923	5710	1.0
18923	17955	1.0
18923	11228	1.0
2902	23000	1.0
2902	9787	1.0
15487	2473	1.0
15487	19191	1.0
6577	4402	1.0
6577	13989	1.0
9641	9005	1.0
9641	17902	1.0
9641	2865	1.0
5878	7599	1.0
5878	5622	1.0
14897	1249	1.0
14897	15814	1.0
14897	16605	1.0
7851	3415	1.0
14898	8074	1.0
18924	4077	1.0
18924	7053	1.0
2903	22148	1.0
2903	13826	1.0
2903	2048	1.0
2903	17318	1.0
2903	19191	1.0
2903	5239	1.0
2903	13475	1.0
2903	22146	1.0
2903	1249	1.0
2903	20211	1.0
2903	18534	1.0
18925	2678	1.0
12419	1249	1.0
2904	6855	1.0
22510	1249	1.0
14901	14808	1.0
14901	9591	1.0
26376	1249	1.0
2910	3691	1.0
9647	816	1.0
9647	11301	1.0
9647	7405	1.0
9647	10073	1.0
609	8133	1.0
609	22146	1.0
609	25042	1.0
609	23654	1.0
609	1249	1.0
609	4942	1.0
20341	20439	1.0
20341	7499	1.0
2911	6769	1.0
12423	7502	1.0
12423	9361	1.0
12423	15181	1.0
5882	1249	1.0
22984	15950	1.0
5883	9408	1.0
5883	13340	1.0
5883	10939	1.0
5883	4384	1.0
5883	12634	1.0
5883	7785	1.0
16308	15822	1.0
24803	25051	1.0
13848	3811	1.0
13848	2550	1.0
13848	17030	1.0
13848	7463	1.0
14902	301	1.0
14902	1249	1.0
11500	15939	1.0
11500	2840	1.0
11500	13544	1.0
11500	15557	1.0
24570	21801	1.0
24570	9539	1.0
10773	8689	1.0
5884	16172	1.0
5884	14090	1.0
5884	19766	1.0
5884	3275	1.0
5884	21288	1.0
5884	22361	1.0
5884	20669	1.0
5884	482	1.0
5884	16746	1.0
5884	12581	1.0
5884	22766	1.0
18927	11846	1.0
15283	11023	1.0
2913	25042	1.0
2913	1249	1.0
2913	1082	1.0
2913	19356	1.0
2913	4644	1.0
2913	12501	1.0
2913	16004	1.0
2914	17133	1.0
18928	10094	1.0
18928	1339	1.0
18928	7345	1.0
18928	2634	1.0
18928	12216	1.0
18928	5963	1.0
9648	16773	1.0
14903	5884	1.0
14903	4495	1.0
21696	1249	1.0
21696	5145	1.0
21322	322	1.0
21322	17240	1.0
21322	12186	1.0
19270	9984	1.0
19270	17443	1.0
19270	10893	1.0
22440	26174	1.0
14904	17682	1.0
14904	14856	1.0
14904	19213	1.0
14904	10554	1.0
14904	14996	1.0
14904	7950	1.0
14904	6805	1.0
14904	4226	1.0
14904	8681	1.0
5885	3192	1.0
5885	6548	1.0
5885	13258	1.0
12424	1461	1.0
12424	12670	1.0
12424	7165	1.0
12424	12242	1.0
12424	13472	1.0
12424	11850	1.0
12424	8669	1.0
12424	12459	1.0
12424	15433	1.0
11296	1669	1.0
11296	2847	1.0
11296	4	1.0
11296	3406	1.0
11296	5585	1.0
21004	1249	1.0
21004	16656	1.0
21004	21258	1.0
9649	15882	1.0
9649	632	1.0
12425	4999	1.0
23717	2039	1.0
23717	9450	1.0
23717	19638	1.0
18930	24209	1.0
2917	20420	1.0
9236	19567	1.0
9236	2039	1.0
2918	2873	1.0
21820	25060	1.0
12426	9003	1.0
14907	10939	1.0
12427	3192	1.0
12427	11504	1.0
11795	17472	1.0
11795	10863	1.0
11795	3962	1.0
11795	16	1.0
11795	8882	1.0
11795	13113	1.0
11795	8910	1.0
11795	4384	1.0
11795	9211	1.0
11795	7121	1.0
11795	4116	1.0
14908	10383	1.0
23538	26053	1.0
25756	23232	1.0
25756	15833	1.0
25756	25160	1.0
25756	18354	1.0
5886	1249	1.0
2920	15023	1.0
13849	9581	1.0
17207	11859	1.0
17207	5188	1.0
17207	6005	1.0
17207	18622	1.0
26365	2039	1.0
2921	15832	1.0
2921	808	1.0
2921	1249	1.0
2921	12452	1.0
2921	1365	1.0
2921	11076	1.0
2921	5861	1.0
12428	11699	1.0
25054	24209	1.0
18932	16285	1.0
18932	2788	1.0
17208	10893	1.0
18933	11970	1.0
18933	910	1.0
18933	17974	1.0
18933	16796	1.0
18933	13291	1.0
14910	2965	1.0
22744	26352	1.0
2922	15694	1.0
2922	3870	1.0
2922	15755	1.0
2922	10722	1.0
2922	4872	1.0
2922	15967	1.0
2922	10709	1.0
2922	11337	1.0
14911	2190	1.0
5887	22323	1.0
5887	17599	1.0
5887	16705	1.0
4223	1124	1.0
4223	14939	1.0
17209	11697	1.0
17209	13942	1.0
2482	6885	1.0
9237	25042	1.0
2923	12537	1.0
25405	16928	1.0
14912	13707	1.0
14912	21609	1.0
9651	2316	1.0
24403	24736	1.0
19676	1249	1.0
10279	21007	1.0
5888	1249	1.0
17210	18437	1.0
17210	17815	1.0
17210	1249	1.0
17210	20695	1.0
17210	7841	1.0
17210	17174	1.0
17210	7847	1.0
17210	3580	1.0
17210	203	1.0
17210	4716	1.0
17210	4471	1.0
17210	20227	1.0
17210	15277	1.0
24165	11284	1.0
5889	26318	1.0
2483	22286	1.0
2483	3747	1.0
2483	2039	1.0
2483	1249	1.0
2483	9591	1.0
17211	20390	1.0
17211	4839	1.0
17211	4232	1.0
6587	2228	1.0
2674	6779	1.0
2674	7290	1.0
2674	2771	1.0
2674	3074	1.0
2674	3291	1.0
9653	20192	1.0
9653	20567	1.0
9653	21000	1.0
9653	9677	1.0
9653	16082	1.0
9653	12248	1.0
17212	14454	1.0
3128	19823	1.0
3128	5253	1.0
3128	3063	1.0
3128	12651	1.0
3128	23889	1.0
3128	2039	1.0
3128	3577	1.0
3128	22146	1.0
3128	4309	1.0
